CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography,Gender,Card Type,Exited
638,24,1,0.0,2,0,1,162597.15,0,1,567,France,Male,GOLD,0
553,27,3,0.0,2,0,0,159800.16,0,5,300,France,Female,GOLD,0
657,50,9,0.0,2,0,0,37171.46,0,4,971,France,Male,GOLD,0
614,19,5,97445.49,2,1,0,122823.34,0,5,596,France,Female,PLATINUM,0
620,21,9,0.0,2,0,0,154882.79,0,4,400,Spain,Male,SILVER,0
582,52,2,151457.88,1,0,1,40893.61,0,5,889,France,Male,DIAMOND,0
714,46,1,0.0,1,1,0,152167.79,1,2,747,France,Male,PLATINUM,1
631,46,9,160736.63,1,0,1,93503.02,0,3,576,Spain,Male,SILVER,0
736,50,9,116309.01,1,1,0,185360.4,1,1,760,Germany,Male,GOLD,1
651,28,7,0.0,2,1,0,823.96,0,1,383,France,Male,SILVER,0
541,37,9,118636.92,1,1,1,73551.44,0,2,771,France,Male,GOLD,0
623,24,7,148167.83,2,1,1,109470.34,0,3,884,France,Female,PLATINUM,0
468,46,7,91443.75,1,1,0,10958.18,0,1,748,France,Male,GOLD,0
471,42,3,164951.56,1,1,0,190531.77,0,3,361,France,Male,DIAMOND,0
674,44,3,88902.21,1,1,0,73731.32,0,3,729,Germany,Male,SILVER,0
521,22,5,0.0,2,1,1,99828.45,0,1,782,France,Male,PLATINUM,0
598,39,1,0.0,2,1,0,159130.32,0,4,493,Spain,Male,GOLD,0
750,36,6,0.0,2,1,1,59816.41,0,3,371,Spain,Female,PLATINUM,0
749,33,10,76692.22,1,0,1,30396.43,0,3,567,Germany,Female,SILVER,0
775,40,9,126212.64,1,1,0,70196.57,0,3,262,France,Male,DIAMOND,0
633,44,7,0.0,2,1,0,29761.29,0,2,627,France,Female,SILVER,0
670,36,2,84266.44,2,0,0,38614.69,0,5,508,Germany,Female,SILVER,0
663,33,9,0.0,2,0,0,91514.62,0,5,868,Spain,Male,PLATINUM,0
718,39,6,0.0,2,0,1,63889.1,0,1,583,Spain,Male,SILVER,0
631,31,8,137687.72,1,1,0,190067.12,0,1,498,France,Female,GOLD,0
804,50,4,0.0,1,1,1,8546.87,1,2,482,France,Female,GOLD,1
690,39,6,0.0,2,1,0,160532.88,0,1,517,France,Male,PLATINUM,0
655,36,2,147149.59,1,1,1,87816.86,0,5,680,France,Female,GOLD,0
617,58,3,119024.75,2,1,0,35199.24,1,2,452,Germany,Female,PLATINUM,1
417,34,7,0.0,2,1,0,55003.79,0,4,969,France,Male,SILVER,0
487,46,4,135070.58,2,1,1,44244.49,1,2,400,Germany,Female,PLATINUM,1
582,46,8,67563.31,1,1,0,44506.09,1,1,454,Spain,Female,SILVER,1
597,28,0,142705.95,1,1,0,127233.39,0,4,845,France,Female,PLATINUM,0
690,30,5,0.0,2,0,1,78700.03,0,3,954,Spain,Female,SILVER,0
687,44,7,0.0,3,1,0,155853.52,1,2,336,Spain,Female,SILVER,1
745,46,2,122220.19,1,1,1,118024.1,0,3,781,France,Male,DIAMOND,0
708,54,8,145151.4,1,0,1,125311.17,1,4,863,Germany,Female,PLATINUM,1
569,34,6,144855.34,1,0,0,196555.32,0,4,697,Spain,Female,GOLD,0
583,38,8,0.0,1,1,0,47848.56,0,1,414,France,Male,PLATINUM,0
757,44,5,140856.16,2,1,0,158735.1,0,5,293,Spain,Male,DIAMOND,0
513,48,2,0.0,1,1,1,114709.13,1,3,497,Spain,Male,SILVER,1
573,33,0,90124.64,1,1,0,137476.71,0,5,574,France,Female,DIAMOND,0
850,37,9,0.0,1,0,0,100101.06,0,5,814,France,Female,DIAMOND,0
550,42,10,128707.31,1,1,0,63092.65,1,4,337,Germany,Female,PLATINUM,1
753,92,3,121513.31,1,0,1,195563.99,0,3,307,France,Male,PLATINUM,0
581,40,0,101016.53,1,0,1,7926.35,1,3,783,Germany,Male,SILVER,1
528,35,3,156687.1,1,1,0,199320.77,0,4,982,France,Male,PLATINUM,0
582,32,1,116409.55,1,0,1,152790.92,0,4,519,France,Female,SILVER,0
500,37,9,125822.21,1,1,0,111698.0,0,5,266,Spain,Male,PLATINUM,0
752,36,1,86837.95,1,1,1,105280.55,0,5,615,France,Female,SILVER,0
525,57,2,145965.33,1,1,1,64448.36,0,5,337,Spain,Female,PLATINUM,0
611,43,8,64897.75,1,1,0,114996.33,0,4,692,France,Female,SILVER,0
738,38,5,177997.07,1,0,1,19233.41,0,5,799,Spain,Male,PLATINUM,0
749,34,2,0.0,1,0,0,174189.04,1,1,653,Spain,Male,PLATINUM,1
784,38,1,138515.02,1,1,1,171768.76,0,2,942,Germany,Male,PLATINUM,0
516,46,1,104947.72,1,1,0,115789.25,1,5,665,France,Female,DIAMOND,1
499,53,1,75225.53,2,0,0,144849.1,1,4,424,Spain,Female,SILVER,1
794,28,5,0.0,2,0,1,86699.98,0,3,734,Spain,Female,DIAMOND,0
530,22,7,0.0,2,1,0,104170.48,0,5,516,Spain,Female,PLATINUM,0
575,36,1,0.0,1,0,1,94570.56,0,4,319,France,Male,GOLD,0
646,33,2,0.0,2,0,0,198208.0,0,1,570,France,Female,PLATINUM,0
776,35,8,106365.29,1,1,1,148527.56,0,5,454,Spain,Male,GOLD,0
601,43,3,141859.12,2,1,1,111249.62,0,5,799,Germany,Male,GOLD,0
829,36,4,81795.74,2,1,0,90106.94,0,2,746,Germany,Male,DIAMOND,0
738,35,3,0.0,1,1,1,15650.73,0,2,766,Spain,Male,DIAMOND,0
779,24,10,122200.31,2,1,0,43705.56,0,1,974,Germany,Female,SILVER,0
616,45,3,143129.41,2,0,1,64327.26,0,5,308,Germany,Male,GOLD,0
793,52,2,0.0,1,1,0,159123.82,1,5,883,Spain,Male,GOLD,1
571,33,9,0.0,2,0,1,77519.62,0,2,702,France,Female,PLATINUM,0
770,24,9,101827.07,1,1,0,167256.35,0,4,730,France,Male,GOLD,0
755,41,6,104817.41,1,1,0,126013.58,1,1,224,France,Male,GOLD,1
626,37,2,133968.96,2,1,0,148689.65,0,2,321,France,Female,DIAMOND,0
533,43,4,80442.06,2,0,1,12537.42,0,2,593,Germany,Male,SILVER,0
786,35,3,0.0,2,1,0,92712.97,0,3,529,France,Male,PLATINUM,0
706,68,4,114386.85,1,1,1,28601.68,0,5,269,Spain,Male,DIAMOND,0
582,29,4,0.0,2,0,0,156153.27,0,5,548,France,Male,DIAMOND,0
640,39,9,131607.28,4,0,1,6981.43,1,2,436,Germany,Male,GOLD,1
645,21,1,0.0,2,0,0,28726.07,0,5,469,Spain,Female,GOLD,0
850,25,8,69385.17,2,1,0,87834.24,0,4,722,Germany,Female,SILVER,0
580,45,2,179334.83,2,1,1,169303.65,0,5,928,Germany,Male,SILVER,0
673,43,5,168069.73,1,1,1,146992.24,1,4,732,France,Female,GOLD,1
497,37,8,128650.11,2,1,1,163641.53,0,1,525,Spain,Male,SILVER,0
692,33,9,0.0,1,1,0,113505.93,1,3,272,France,Male,PLATINUM,1
699,26,6,79932.41,1,0,0,150242.44,0,4,874,Spain,Male,SILVER,0
665,38,9,0.0,1,0,1,87412.74,0,3,309,Spain,Male,GOLD,0
742,43,6,97067.69,1,0,1,60920.03,1,5,375,Germany,Female,GOLD,1
624,36,10,0.0,2,0,1,186180.42,0,5,230,Spain,Female,GOLD,0
684,34,9,0.0,2,1,1,65257.57,0,5,263,France,Male,SILVER,0
748,36,4,141573.55,1,1,0,82158.14,0,3,499,Spain,Male,SILVER,0
847,41,3,101543.51,4,1,0,16025.17,1,4,924,Germany,Female,PLATINUM,1
568,46,3,0.0,2,1,1,29372.62,0,5,446,Spain,Female,DIAMOND,0
553,42,7,0.0,2,1,0,7680.23,0,3,869,Spain,Male,SILVER,0
737,54,9,0.0,1,1,0,83470.4,1,5,987,France,Male,PLATINUM,1
675,31,2,90826.27,2,1,0,60270.87,0,3,661,Spain,Male,SILVER,0
753,44,3,138076.47,1,1,0,15523.09,1,2,290,Germany,Male,SILVER,1
634,27,3,107027.52,1,1,0,173425.68,0,1,610,Germany,Male,PLATINUM,0
730,62,2,0.0,2,1,1,186489.95,0,4,594,Spain,Male,GOLD,0
738,26,9,0.0,2,1,1,48644.94,0,1,524,France,Male,PLATINUM,0
830,40,4,0.0,2,0,1,81622.52,0,5,543,Spain,Male,DIAMOND,0
743,39,3,119695.75,1,0,1,26136.13,0,4,837,Germany,Male,GOLD,0
562,35,3,142296.13,1,0,1,177112.7,0,3,836,Germany,Male,DIAMOND,0
564,41,9,103522.75,2,1,1,34338.21,0,1,599,Germany,Male,GOLD,0
620,31,2,166833.86,2,1,1,135171.6,0,1,312,Spain,Male,PLATINUM,0
767,43,1,76408.85,2,1,0,77837.63,0,2,307,France,Male,PLATINUM,0
695,36,6,114007.5,2,1,0,118120.88,0,1,533,France,Male,DIAMOND,0
628,31,5,0.0,1,0,0,147963.07,1,1,404,France,Female,DIAMOND,1
577,39,10,0.0,2,1,0,10553.31,0,2,596,France,Female,PLATINUM,0
686,41,7,152105.57,2,0,1,132374.41,0,1,665,France,Female,SILVER,0
456,32,9,133060.63,1,1,1,125167.92,0,2,655,Germany,Male,DIAMOND,0
593,27,10,0.0,3,0,0,94620.0,1,2,401,Spain,Male,PLATINUM,1
660,61,5,155931.11,1,1,1,158338.39,0,1,884,Spain,Female,PLATINUM,0
736,25,9,81732.88,2,1,0,136497.28,0,3,960,Germany,Female,PLATINUM,0
807,31,1,141069.18,3,1,1,194257.11,0,4,374,Germany,Female,DIAMOND,0
781,29,9,0.0,2,0,0,172097.4,0,4,867,France,Male,SILVER,0
609,34,7,140694.78,2,1,0,46266.63,0,3,726,Spain,Male,DIAMOND,0
499,36,5,131142.53,2,1,0,174918.46,0,5,941,Germany,Male,PLATINUM,0
551,27,2,113873.22,1,1,1,85129.77,1,5,522,Spain,Male,GOLD,1
765,50,9,126547.8,1,1,1,79579.94,1,1,357,France,Female,PLATINUM,1
799,22,8,174185.98,2,0,1,192633.85,0,3,219,France,Female,PLATINUM,0
610,34,0,103108.17,1,0,0,125646.82,0,1,738,France,Male,DIAMOND,0
751,29,3,159597.45,1,1,0,39934.41,0,5,791,France,Male,PLATINUM,0
666,31,2,79589.43,1,0,0,4050.57,0,5,569,France,Female,DIAMOND,0
681,18,1,98894.39,1,1,1,9596.4,0,1,553,France,Female,GOLD,0
595,39,9,136422.41,1,1,1,151757.81,0,1,379,France,Female,PLATINUM,0
616,43,3,120867.18,1,1,0,18761.92,1,4,386,Spain,Female,DIAMOND,1
786,32,2,120452.4,2,0,0,79602.86,0,4,709,France,Male,GOLD,0
682,36,5,72373.62,2,1,0,36895.99,0,2,505,Germany,Male,GOLD,0
673,47,1,0.0,2,0,0,108762.16,0,5,382,France,Male,SILVER,0
655,24,9,107065.31,1,1,1,51959.82,0,5,873,France,Male,GOLD,0
697,29,0,172693.54,1,0,0,141798.98,0,2,267,Germany,Male,DIAMOND,0
674,21,9,120150.39,2,1,1,33964.03,0,3,515,France,Female,DIAMOND,0
649,70,9,116854.71,2,0,1,107125.79,0,3,989,Germany,Male,DIAMOND,0
796,40,2,113228.38,2,1,1,46415.09,0,1,233,Germany,Male,PLATINUM,0
714,36,1,101609.01,2,1,1,447.73,0,3,997,Germany,Female,PLATINUM,0
701,37,1,0.0,2,1,0,163457.55,0,3,947,France,Male,GOLD,0
636,29,6,157576.47,2,1,1,101102.39,0,1,332,Spain,Female,PLATINUM,0
797,45,8,0.0,1,0,0,125110.02,0,2,456,France,Male,DIAMOND,0
603,48,5,0.0,1,1,0,100478.6,1,2,709,France,Female,PLATINUM,1
569,43,8,161546.68,2,0,1,178187.28,0,2,415,Spain,Male,PLATINUM,0
699,51,2,92246.14,2,0,1,91346.03,0,5,268,Germany,Female,PLATINUM,0
767,35,9,0.0,2,1,0,39511.61,0,1,981,France,Female,DIAMOND,0
756,34,2,148200.72,1,0,0,194584.48,0,3,851,Germany,Female,SILVER,0
826,56,8,174506.1,2,0,1,161802.82,1,3,808,Spain,Female,DIAMOND,1
544,30,8,145241.63,1,1,1,80676.83,0,1,388,Spain,Male,DIAMOND,0
635,44,2,79064.85,2,0,1,113291.75,0,1,855,Germany,Female,PLATINUM,0
567,34,10,0.0,2,0,1,161571.79,0,5,391,Spain,Male,DIAMOND,0
789,37,6,110689.07,1,1,1,71121.04,1,1,792,Germany,Female,SILVER,1
763,37,6,0.0,2,1,1,149705.25,0,5,799,Spain,Female,SILVER,0
766,28,4,90696.78,1,0,1,21597.2,0,1,599,Germany,Female,PLATINUM,0
581,50,4,0.0,2,1,1,80701.72,0,3,232,Spain,Female,GOLD,0
720,57,1,162082.31,4,0,0,27145.73,1,5,692,Germany,Female,SILVER,1
773,33,10,0.0,1,1,1,98820.09,0,4,610,Spain,Female,SILVER,0
681,29,8,0.0,1,1,0,66367.33,0,2,479,France,Male,GOLD,0
659,29,9,82916.48,1,1,1,84133.48,0,5,652,Germany,Male,SILVER,0
735,21,1,178718.19,2,1,0,22388.0,0,1,527,France,Female,PLATINUM,0
794,38,9,179581.31,1,1,0,23596.24,0,4,814,Spain,Male,PLATINUM,0
748,45,2,119852.01,1,0,0,73853.94,1,2,741,Germany,Male,PLATINUM,1
619,57,3,137946.39,1,1,1,72467.99,1,5,367,Germany,Male,PLATINUM,1
602,25,0,0.0,2,1,1,101274.17,0,1,502,France,Female,PLATINUM,0
633,38,2,91902.56,2,1,1,107673.35,0,5,913,France,Male,GOLD,0
541,32,8,0.0,2,0,0,40889.14,0,5,725,France,Male,PLATINUM,0
434,71,9,119496.87,1,1,0,125848.88,0,3,690,Germany,Male,SILVER,0
642,40,8,109219.83,1,1,0,52827.51,0,5,520,France,Male,SILVER,0
592,38,8,119278.01,2,0,1,19370.73,0,3,619,France,Female,GOLD,0
662,38,4,0.0,2,1,0,136259.65,0,5,248,Spain,Male,GOLD,0
571,35,8,0.0,2,0,0,84569.13,0,3,329,France,Female,SILVER,0
503,28,5,0.0,2,1,0,125918.17,0,2,868,France,Female,PLATINUM,0
520,38,4,0.0,2,1,0,56388.63,0,2,867,France,Female,DIAMOND,0
555,26,9,0.0,2,0,1,158918.03,0,3,554,Spain,Female,SILVER,0
642,72,1,160541.0,2,1,1,142223.94,0,5,836,France,Male,SILVER,0
619,38,1,0.0,1,1,0,112442.63,1,4,989,Spain,Female,PLATINUM,1
712,43,1,141749.74,2,0,1,90905.26,0,4,957,Germany,Male,PLATINUM,0
850,49,5,122486.47,1,0,1,59748.19,0,3,852,France,Male,DIAMOND,0
452,30,7,112935.87,1,1,1,99017.34,0,1,575,France,Male,DIAMOND,0
611,40,7,128486.91,2,1,0,10109.47,0,5,559,Germany,Female,DIAMOND,0
811,45,5,0.0,2,1,1,146123.19,0,3,372,France,Female,DIAMOND,0
717,38,7,0.0,2,1,1,158580.05,0,4,714,France,Male,SILVER,0
591,43,3,0.0,2,0,1,198926.36,0,3,785,France,Male,PLATINUM,0
549,34,6,204017.4,2,1,0,109538.35,0,1,872,Germany,Male,GOLD,0
703,44,6,98862.54,1,1,0,151516.7,0,4,407,France,Male,PLATINUM,0
622,34,7,98675.74,1,1,0,138906.85,1,5,995,Germany,Female,GOLD,1
487,34,2,96019.5,1,0,0,9085.0,0,2,740,France,Female,GOLD,0
850,34,6,101266.51,1,1,0,33501.98,0,1,901,France,Female,DIAMOND,0
622,31,7,0.0,1,1,0,35408.77,0,2,978,France,Male,PLATINUM,0
563,44,7,105007.31,2,1,1,197812.16,0,4,481,Germany,Male,GOLD,0
619,35,8,132292.63,1,1,0,65682.93,0,1,508,France,Female,DIAMOND,0
613,59,8,91415.76,1,0,0,27965.0,1,2,422,Germany,Male,DIAMOND,1
480,39,5,121626.9,1,1,1,82438.13,0,1,462,Spain,Male,SILVER,0
706,32,6,94486.47,1,1,1,146949.74,0,5,904,France,Male,DIAMOND,0
728,37,4,0.0,1,0,0,4539.38,0,2,521,Spain,Female,DIAMOND,0
731,30,7,0.0,2,0,1,143086.09,0,5,871,France,Male,DIAMOND,0
692,49,9,0.0,2,1,0,178342.63,0,1,373,Spain,Female,PLATINUM,0
756,40,1,94773.11,1,1,0,114279.63,0,4,585,France,Male,PLATINUM,0
638,57,6,0.0,1,1,0,33676.48,1,4,523,France,Male,GOLD,1
625,28,3,0.0,1,0,0,183646.41,0,4,718,France,Female,GOLD,0
793,39,3,137817.52,1,0,0,83997.79,0,5,252,France,Male,PLATINUM,0
449,31,1,113693.0,1,0,0,82796.29,0,1,395,Spain,Female,GOLD,0
512,36,0,129804.17,1,1,0,53020.9,0,2,349,France,Male,PLATINUM,0
737,32,7,128551.36,2,0,1,189402.71,0,2,314,France,Female,GOLD,0
718,29,3,0.0,1,0,1,134462.29,0,4,253,France,Female,PLATINUM,0
683,57,5,162448.69,1,0,0,9221.78,1,5,746,Germany,Female,SILVER,1
651,25,2,109175.14,2,1,0,114566.47,0,1,652,Germany,Female,SILVER,0
586,52,6,140900.97,1,1,1,67288.89,0,3,396,France,Female,SILVER,0
705,40,3,92889.91,1,1,1,109496.69,0,1,451,Germany,Female,PLATINUM,0
602,39,6,154121.32,2,1,0,176614.86,1,5,815,France,Female,GOLD,1
675,39,6,0.0,2,0,0,83419.15,0,4,367,France,Female,DIAMOND,0
614,35,2,127283.78,1,1,1,31302.35,0,1,668,Spain,Male,SILVER,0
793,63,9,116270.72,1,1,1,184243.25,0,3,236,France,Female,DIAMOND,0
633,47,0,0.0,1,1,1,6342.84,1,3,350,France,Female,GOLD,1
759,33,9,160541.36,2,0,0,93541.14,0,4,497,France,Female,SILVER,0
527,39,9,96748.89,2,1,0,94711.43,0,2,534,Germany,Female,SILVER,0
787,42,10,145988.65,2,1,1,79510.37,0,4,396,France,Female,DIAMOND,0
670,54,2,95507.12,1,1,1,63213.31,0,2,638,France,Female,SILVER,0
652,48,8,133297.24,1,1,0,77764.37,0,1,619,France,Female,GOLD,0
598,53,10,167772.96,1,1,1,136886.86,0,5,686,Germany,Male,SILVER,0
675,39,7,0.0,2,0,1,36267.21,0,5,316,France,Male,GOLD,0
634,26,8,0.0,1,1,0,21760.96,0,4,783,France,Male,DIAMOND,0
544,37,2,0.0,2,0,0,135067.02,0,5,322,Spain,Male,DIAMOND,0
768,36,3,141334.95,1,0,1,125870.5,0,3,277,France,Female,DIAMOND,0
651,41,4,38617.2,1,1,1,104876.8,0,1,771,France,Female,SILVER,0
712,33,2,182888.08,1,1,0,3061.0,0,1,278,France,Male,SILVER,0
772,47,9,152347.01,1,0,1,17671.78,0,1,902,France,Male,SILVER,0
590,30,3,0.0,2,1,0,83090.35,0,4,332,Spain,Male,PLATINUM,0
523,63,6,116227.27,1,1,1,119404.63,0,5,738,Germany,Male,DIAMOND,0
707,53,6,109663.47,1,1,1,52110.45,0,1,416,Spain,Female,SILVER,0
652,31,3,103696.97,3,0,0,155221.05,1,4,897,France,Female,SILVER,1
443,35,6,161111.45,1,0,0,13946.66,0,5,765,France,Male,SILVER,0
542,35,9,127543.11,2,1,0,468.94,1,4,732,Germany,Female,SILVER,1
675,35,8,0.0,2,1,1,56642.97,0,3,806,France,Male,PLATINUM,0
652,38,6,123081.84,2,1,1,188657.97,0,5,305,Spain,Female,PLATINUM,0
598,56,4,98365.33,1,1,1,44251.33,0,5,850,Spain,Female,DIAMOND,0
475,32,8,119023.28,1,1,0,100816.29,0,1,278,France,Female,PLATINUM,0
555,40,10,43028.77,1,1,0,170514.21,0,2,997,France,Male,GOLD,0
511,45,5,68375.27,1,1,0,193160.25,1,1,351,France,Male,DIAMOND,1
665,38,5,0.0,2,1,0,156439.56,0,4,837,France,Female,PLATINUM,0
708,19,7,112615.86,1,1,1,4491.77,0,5,881,Spain,Male,PLATINUM,0
435,37,8,114346.3,1,0,1,980.93,1,1,426,Germany,Male,PLATINUM,1
704,54,6,133656.91,3,1,0,145071.33,1,1,329,Germany,Female,PLATINUM,1
622,35,5,0.0,2,1,0,51112.8,0,5,775,France,Female,GOLD,0
671,34,10,0.0,1,1,0,23235.38,0,5,991,Spain,Female,SILVER,0
592,31,7,110071.1,1,0,0,43921.36,0,3,702,Spain,Male,GOLD,0
592,38,3,0.0,1,1,1,12905.89,1,1,983,Spain,Male,PLATINUM,1
631,41,0,0.0,1,0,0,87959.83,0,2,557,Spain,Female,PLATINUM,0
676,40,2,147803.48,1,1,0,95181.06,1,5,275,France,Female,DIAMOND,1
535,40,7,111756.5,1,1,0,8128.32,1,2,567,Germany,Male,GOLD,1
625,36,3,0.0,2,1,0,41295.1,1,2,841,France,Female,PLATINUM,1
601,54,1,131039.97,2,1,1,199661.5,0,1,929,Germany,Female,DIAMOND,0
653,34,5,118838.75,1,1,1,52820.13,0,2,360,France,Male,GOLD,0
466,41,2,152102.18,2,1,0,181879.56,0,4,322,Germany,Male,PLATINUM,0
599,45,10,103583.05,1,1,0,132127.69,1,2,376,Germany,Male,SILVER,1
668,38,1,147904.31,1,1,1,69370.05,0,3,502,Spain,Male,SILVER,0
698,27,7,0.0,2,1,0,111471.55,0,5,766,France,Male,GOLD,0
788,43,10,0.0,2,1,1,116111.51,0,4,797,France,Female,DIAMOND,0
612,35,1,0.0,1,1,1,83256.26,1,1,298,Spain,Male,SILVER,1
614,40,6,0.0,1,1,1,20339.79,1,4,438,France,Male,PLATINUM,1
718,43,5,132615.73,2,1,0,32999.1,0,3,795,Germany,Male,SILVER,0
682,48,9,101198.01,1,1,1,49732.9,0,4,672,Spain,Female,GOLD,0
611,37,6,0.0,2,1,0,110782.88,0,5,501,France,Female,DIAMOND,0
685,35,4,137948.51,1,1,0,113639.64,0,1,404,Spain,Male,PLATINUM,0
721,35,6,118273.83,1,0,1,3086.89,0,3,804,France,Female,GOLD,0
554,46,7,87603.35,3,0,1,96929.24,1,4,818,Spain,Female,PLATINUM,1
609,34,1,0.0,1,1,1,181177.9,0,4,226,France,Male,PLATINUM,0
658,28,9,152812.58,1,1,0,166682.57,0,2,790,Germany,Female,DIAMOND,0
738,39,5,0.0,2,1,1,114388.98,0,3,514,France,Male,SILVER,0
628,36,3,0.0,2,1,1,8742.91,0,4,276,France,Male,PLATINUM,0
736,28,2,0.0,2,1,1,117431.1,0,3,457,Spain,Female,PLATINUM,0
664,39,7,60263.23,1,1,0,170835.32,0,5,466,Germany,Male,SILVER,0
850,31,4,146587.3,1,1,1,89874.82,0,2,687,Germany,Male,GOLD,0
720,37,2,120328.88,2,1,1,138470.21,0,1,302,France,Female,DIAMOND,0
679,39,2,146186.28,2,1,1,193974.47,0,4,412,Germany,Male,SILVER,0
628,69,5,0.0,2,1,1,181964.6,0,3,348,France,Male,DIAMOND,0
794,55,6,115796.7,1,1,0,160526.36,1,1,442,Germany,Female,GOLD,1
666,71,1,53013.29,2,1,1,112222.64,0,1,419,Germany,Male,GOLD,0
565,55,4,118803.35,2,1,1,128124.7,1,2,535,France,Male,GOLD,1
665,34,5,67816.72,1,1,1,29641.58,0,5,310,France,Female,SILVER,0
512,33,6,121685.31,2,1,1,83681.97,0,4,973,France,Female,GOLD,0
768,48,3,122831.58,1,1,1,24533.89,1,2,813,Germany,Male,PLATINUM,1
477,47,9,144900.58,1,1,0,61315.37,1,4,498,France,Male,GOLD,1
531,31,3,96288.26,1,1,0,56794.73,0,4,247,France,Male,DIAMOND,0
503,37,6,0.0,2,0,0,136506.86,0,3,717,Spain,Male,SILVER,0
504,40,5,0.0,2,0,0,146703.36,0,2,538,Spain,Male,SILVER,0
634,45,2,0.0,1,1,1,143458.31,0,3,863,France,Female,DIAMOND,0
586,42,2,0.0,1,1,0,102889.34,0,3,338,Spain,Female,PLATINUM,0
661,37,5,136425.18,1,1,0,81102.81,0,2,687,France,Female,PLATINUM,0
705,38,1,189443.72,1,0,1,106648.58,0,3,648,France,Male,PLATINUM,0
573,72,8,98765.84,1,1,1,96015.53,0,1,255,Spain,Female,PLATINUM,0
577,48,6,179852.26,1,1,0,193580.32,0,2,782,Spain,Male,GOLD,0
684,43,7,0.0,2,1,0,131093.99,0,5,358,France,Female,PLATINUM,0
622,29,7,101486.96,1,1,1,8788.35,0,1,327,France,Male,PLATINUM,0
716,44,1,0.0,1,1,1,152108.47,0,4,453,France,Female,GOLD,0
715,42,6,0.0,2,1,1,128745.69,0,4,289,Spain,Male,SILVER,0
646,42,3,175159.9,2,0,0,67124.48,1,3,641,France,Female,DIAMOND,1
738,29,2,0.0,2,1,1,170421.13,0,3,252,France,Male,GOLD,0
720,44,3,86102.27,1,1,0,180134.88,1,2,481,France,Male,DIAMOND,1
512,46,3,0.0,2,1,1,56408.14,0,4,669,Spain,Female,PLATINUM,0
524,25,7,131402.21,1,0,0,193668.49,0,4,997,Germany,Female,PLATINUM,0
783,72,5,121215.9,2,1,1,105206.48,0,3,509,France,Female,GOLD,0
475,46,10,0.0,2,0,0,122953.0,1,3,800,France,Female,DIAMOND,1
838,41,5,0.0,2,1,0,81313.51,0,1,867,Spain,Female,SILVER,0
685,30,4,84958.6,2,0,1,194343.72,0,2,987,Germany,Female,GOLD,0
698,38,1,171848.38,1,0,0,16957.45,0,5,806,Spain,Female,PLATINUM,0
686,34,3,123971.51,2,1,0,147794.63,0,5,410,France,Female,PLATINUM,0
658,35,9,71829.34,1,1,1,68141.92,0,1,285,Spain,Male,SILVER,0
606,37,6,82373.94,1,0,0,172526.9,1,3,632,France,Male,PLATINUM,1
639,37,4,116121.84,2,0,1,181850.74,0,1,503,France,Female,PLATINUM,0
678,43,2,153393.18,2,1,1,193828.27,0,1,274,Germany,Female,GOLD,0
643,33,4,0.0,2,1,1,152992.04,0,2,720,France,Male,PLATINUM,0
673,57,4,0.0,2,1,1,49684.09,0,1,428,Spain,Female,SILVER,0
678,60,8,185648.56,1,0,0,192156.54,1,2,508,France,Male,PLATINUM,1
544,32,9,110728.39,1,1,1,14559.62,0,1,629,France,Female,SILVER,0
645,43,9,140121.17,1,1,0,11302.7,1,1,752,Germany,Male,DIAMOND,1
658,44,6,148481.09,1,1,0,130529.13,0,4,940,France,Female,SILVER,0
672,53,9,169406.33,4,1,1,147311.47,1,4,232,France,Female,DIAMOND,1
556,36,2,134208.22,1,0,1,177670.57,0,4,343,France,Female,GOLD,0
549,39,7,0.0,1,0,0,81259.25,1,2,716,Spain,Female,GOLD,1
639,41,5,98635.77,1,1,0,199970.74,0,3,391,Germany,Female,PLATINUM,0
684,32,3,102630.13,2,1,1,127433.47,0,2,684,Germany,Male,DIAMOND,0
536,39,4,0.0,2,1,0,27150.35,0,1,422,France,Male,PLATINUM,0
699,50,0,158633.61,1,1,0,193785.87,0,1,835,Spain,Female,SILVER,0
591,51,8,132508.3,1,1,1,161304.68,1,5,752,Germany,Female,DIAMOND,1
714,33,10,103121.33,2,1,1,49672.01,0,4,830,Spain,Female,PLATINUM,0
679,33,9,112528.65,2,1,0,177362.45,0,2,362,France,Female,SILVER,0
519,47,6,157296.02,2,0,0,147278.43,1,1,934,Spain,Female,PLATINUM,1
748,39,9,132865.56,1,1,1,59636.43,1,2,756,France,Female,DIAMOND,1
463,20,8,204223.03,1,1,0,128268.39,0,2,983,Spain,Male,SILVER,0
820,36,4,0.0,2,1,0,31422.69,0,2,366,France,Male,SILVER,0
492,51,8,117808.74,2,1,1,67311.12,0,3,263,Germany,Male,GOLD,0
633,27,3,0.0,2,1,0,44008.91,0,1,612,Spain,Male,SILVER,0
596,42,7,0.0,2,1,1,121568.37,0,5,567,France,Male,GOLD,0
502,33,8,0.0,2,1,1,123509.01,0,4,717,France,Male,DIAMOND,0
458,39,9,0.0,2,1,0,116343.09,0,4,345,France,Female,PLATINUM,0
698,41,3,90605.29,1,1,1,14357.0,0,5,444,France,Male,SILVER,0
739,45,7,102703.62,1,0,1,147802.94,1,3,827,Germany,Male,SILVER,1
