CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography,Gender,Card Type,Exited
682,55,9,0.0,1,1,0,214714.51999999996,1,5,294,Germany,Male,DIAMOND,1
591,58,5,128468.69,1,0,1,192171.36999999997,0,2,515,Spain,Male,GOLD,0
683,33,8,0.0,1,0,0,103005.216,0,4,576,Germany,Male,PLATINUM,0
678,83,6,123356.63,1,0,1,130123.174,0,4,753,Germany,Male,DIAMOND,0
727,35,5,136364.46,1,0,0,199871.59399999998,0,1,549,France,Male,PLATINUM,0
807,60,1,72948.58,2,1,1,24312.504,0,1,375,Germany,Female,PLATINUM,0
834,23,4,131254.81,1,1,0,28294.019999999997,0,4,675,France,Male,SILVER,0
609,39,8,141675.23,1,0,1,245944.94999999998,0,4,440,France,Female,SILVER,0
676,26,1,108348.66,1,0,0,84339.43599999999,1,4,244,Germany,Female,SILVER,1
516,33,3,0.0,2,1,1,82174.82599999999,0,2,692,Spain,Female,PLATINUM,0
831,30,2,0.0,2,0,1,4817.532,0,1,841,France,Male,DIAMOND,0
748,32,5,154737.88,2,1,1,241708.38199999998,0,2,486,France,Male,PLATINUM,0
580,24,1,133811.78,1,1,0,24075.329999999998,1,2,500,Germany,Male,DIAMOND,1
735,28,5,160454.15,2,0,1,160955.10799999998,0,2,574,Germany,Male,PLATINUM,0
531,31,7,117052.82,1,1,0,165926.32599999997,1,1,482,Germany,Female,SILVER,1
568,26,10,109819.16,2,1,0,216302.946,0,2,865,Germany,Female,SILVER,0
677,44,4,148770.61,2,1,1,267495.864,0,2,277,Germany,Female,PLATINUM,0
581,43,9,78022.61,1,0,1,42943.074,0,4,914,Spain,Male,PLATINUM,0
730,29,2,0.0,2,1,0,19858.726,0,4,523,Spain,Male,GOLD,0
572,30,6,0.0,1,0,1,245050.37799999997,0,3,468,Germany,Female,SILVER,0
665,52,3,0.0,1,1,0,162606.81399999998,1,1,307,France,Male,GOLD,1
651,24,7,40224.7,1,1,1,249692.86199999996,0,4,842,Germany,Female,PLATINUM,0
429,27,6,117307.44,2,1,1,33643.686,0,4,985,France,Female,DIAMOND,0
679,39,0,86843.61,1,0,1,223777.81199999998,0,5,1000,Germany,Male,PLATINUM,0
511,31,5,137411.29,1,0,1,226611.972,0,3,644,France,Female,PLATINUM,0
648,28,9,102282.61,1,1,1,221062.55399999997,0,1,472,Spain,Female,DIAMOND,0
749,22,4,94762.16,2,1,1,59153.155999999995,0,3,392,Germany,Male,SILVER,0
684,56,8,78707.16,1,1,1,139172.704,0,4,903,Spain,Male,SILVER,0
427,29,1,141325.56,1,1,1,131390.02,0,5,589,Germany,Male,GOLD,0
630,31,1,0.0,2,1,1,237738.822,0,4,402,Spain,Female,PLATINUM,0
567,37,7,0.0,2,1,1,40182.26,0,4,601,France,Female,PLATINUM,0
472,28,4,0.0,2,1,0,2537.4779999999996,0,3,633,Spain,Female,DIAMOND,0
625,35,5,86147.46,2,1,0,228832.11999999997,1,2,240,Germany,Female,GOLD,1
619,27,1,154483.98,1,1,0,218967.63599999997,0,2,431,France,Male,SILVER,0
430,38,9,0.0,2,1,1,16886.078,0,5,573,France,Male,SILVER,0
433,27,2,0.0,2,1,1,215193.11,0,2,415,Spain,Male,DIAMOND,0
705,25,3,113736.27,1,0,1,275625.45399999997,0,2,645,France,Male,PLATINUM,0
493,46,4,0.0,2,1,0,2685.724,0,1,498,France,Female,SILVER,0
637,44,2,0.0,2,1,0,209546.90999999997,0,2,348,France,Female,GOLD,0
616,41,1,103560.57,1,1,0,346.03,1,3,289,Germany,Female,PLATINUM,1
702,45,9,74989.58,1,1,1,239435.566,0,3,811,France,Male,SILVER,0
703,26,1,97331.19,1,1,0,89219.48599999999,0,5,425,Germany,Female,DIAMOND,0
793,32,2,0.0,2,1,0,271359.682,1,2,442,Germany,Male,DIAMOND,1
583,24,9,135125.28,1,0,0,125737.65999999999,0,5,304,France,Male,SILVER,0
612,33,5,69478.57,1,1,0,12578.137999999999,1,1,836,Spain,Male,PLATINUM,1
643,46,6,0.0,2,0,0,149509.226,0,4,597,Germany,Female,DIAMOND,0
751,29,10,147737.63,1,0,1,132946.778,0,4,298,Germany,Male,PLATINUM,0
728,29,1,0.0,1,1,1,116293.708,0,2,300,Spain,Female,PLATINUM,0
592,37,4,212692.97,1,0,0,246968.02799999996,0,1,232,Germany,Male,GOLD,0
592,38,4,0.0,2,1,0,49489.543999999994,0,4,305,France,Female,SILVER,0
728,34,6,90425.15,2,1,1,16251.766,0,1,439,Germany,Female,SILVER,0
645,37,7,0.0,2,1,0,19040.902,0,4,318,Spain,Female,DIAMOND,0
604,34,3,0.0,2,1,0,54037.77999999999,0,1,407,Spain,Female,DIAMOND,0
539,36,6,0.0,3,1,1,166558.49599999998,0,3,841,Spain,Male,PLATINUM,0
750,34,9,112822.26,1,0,0,210577.142,1,2,563,Spain,Female,PLATINUM,1
712,40,3,109308.79,2,1,0,168237.20799999998,1,1,778,Germany,Female,GOLD,1
523,36,8,158351.02,2,1,0,217441.34199999998,0,1,486,Germany,Male,SILVER,0
747,27,10,0.0,2,0,0,18226.046,0,2,970,Germany,Male,PLATINUM,0
653,41,1,104584.11,1,1,0,21191.847999999998,1,4,576,Germany,Male,PLATINUM,1
599,28,7,119706.22,1,0,0,43681.587999999996,0,1,268,Germany,Male,PLATINUM,0
705,23,5,0.0,2,1,1,102399.42199999999,0,4,308,Spain,Female,SILVER,0
537,38,1,0.0,2,0,1,57742.558,0,5,818,Spain,Female,PLATINUM,0
680,49,10,0.0,2,1,0,261826.83,0,2,933,Germany,Male,PLATINUM,0
677,34,3,126729.41,1,1,1,36563.945999999996,1,3,439,Germany,Male,SILVER,1
681,59,4,122781.51,1,0,1,196248.73,0,2,401,France,Male,DIAMOND,0
651,45,10,135923.16,1,1,0,26240.976,0,3,500,Spain,Female,GOLD,0
710,31,5,0.0,2,1,0,13401.421999999999,0,3,877,Spain,Female,PLATINUM,0
730,27,5,0.0,2,1,1,162529.702,0,3,480,Germany,Male,GOLD,0
559,40,5,139129.44,1,0,1,45704.756,0,4,601,Spain,Female,DIAMOND,0
722,50,4,132088.59,1,1,1,179581.99599999998,0,5,761,Spain,Female,DIAMOND,0
557,38,2,129893.56,1,0,0,142921.44199999998,0,2,823,Germany,Female,PLATINUM,0
586,58,7,151933.63,1,1,0,228159.06999999998,1,4,894,France,Male,SILVER,1
644,33,8,0.0,2,1,1,217426.83800000002,0,5,813,France,Male,SILVER,0
790,24,7,107418.27,1,0,1,224645.29399999997,0,1,726,Germany,Male,PLATINUM,0
850,51,4,124425.99,1,0,0,165978.686,1,1,950,Germany,Male,GOLD,1
800,38,2,168190.33,2,1,0,95287.912,0,3,874,Germany,Female,SILVER,0
619,33,2,167733.51,2,1,1,91326.472,0,1,319,Germany,Female,SILVER,0
714,31,6,152926.6,1,1,1,71274.874,0,3,983,Spain,Female,DIAMOND,0
507,31,2,134237.07,1,1,1,233008.12399999998,1,3,481,Germany,Male,PLATINUM,1
670,68,4,0.0,2,1,1,16012.38,0,5,775,France,Male,GOLD,0
622,23,8,0.0,2,1,1,183960.146,0,3,390,Spain,Female,SILVER,0
718,32,9,169947.41,2,1,1,39185.824,0,1,371,Germany,Male,GOLD,0
640,28,7,0.0,2,1,1,183552.05999999997,0,5,611,Germany,Male,DIAMOND,0
700,26,4,119009.57,1,1,0,198712.00199999998,0,4,319,Germany,Male,PLATINUM,0
570,42,0,107856.57,2,1,0,178555.376,0,3,628,Germany,Male,PLATINUM,0
569,32,8,145330.43,1,1,1,184869.11,0,2,379,Germany,Female,PLATINUM,0
659,36,2,76190.48,2,1,1,208707.59600000002,0,1,374,Germany,Male,PLATINUM,0
732,36,7,0.0,2,1,1,85177.336,0,1,875,France,Male,GOLD,0
706,47,10,144090.42,1,1,0,197329.53,1,5,240,Germany,Female,DIAMOND,1
749,66,6,182532.23,2,1,1,273616.888,0,2,283,Germany,Male,GOLD,0
779,48,2,115290.27,1,0,0,138492.766,1,3,700,France,Female,SILVER,1
802,31,1,125013.72,1,1,1,262736.326,0,2,579,Germany,Male,DIAMOND,0
509,41,7,126683.8,1,0,1,160700.742,0,3,824,Spain,Male,PLATINUM,0
543,67,0,128843.67,1,1,1,188472.472,0,3,809,France,Female,SILVER,0
724,28,9,0.0,2,1,1,140351.28,0,2,664,Germany,Male,GOLD,0
778,38,3,145018.49,2,1,1,177398.37399999998,0,2,598,France,Male,SILVER,0
644,18,7,0.0,1,0,1,83518.336,1,1,620,Spain,Male,GOLD,1
822,32,8,116358.0,1,1,0,152332.704,0,4,898,France,Male,DIAMOND,0
775,27,4,152309.37,1,1,0,145771.8,0,2,591,Germany,Female,GOLD,0
600,41,1,0.0,2,1,1,127686.10999999999,0,4,467,France,Female,PLATINUM,0
820,39,1,104614.29,1,1,0,86168.802,1,4,943,Germany,Female,GOLD,1
658,36,8,174060.46,1,1,1,132910.868,0,1,603,Germany,Male,GOLD,0
669,43,1,160474.59,1,1,1,134363.39599999998,0,3,946,France,Female,DIAMOND,0
673,38,2,170061.92,2,0,0,188876.876,1,5,954,Germany,Female,PLATINUM,1
603,40,4,102833.46,2,1,1,54375.754,0,3,448,Germany,Male,GOLD,0
674,45,7,142072.02,1,1,0,51833.606,0,2,710,France,Male,GOLD,0
828,30,4,73070.18,2,0,0,226354.61,0,4,534,France,Male,SILVER,0
593,36,2,70181.48,2,1,0,112866.36799999999,0,3,273,France,Male,PLATINUM,0
684,38,5,105069.98,2,1,1,277712.392,0,2,862,France,Male,PLATINUM,0
528,29,9,170214.23,2,1,0,69012.59999999999,0,3,940,Germany,Female,GOLD,0
540,42,9,87271.41,2,1,0,241616.696,0,1,978,Germany,Female,PLATINUM,0
705,25,0,97544.29,1,0,1,83857.01,0,4,723,France,Male,DIAMOND,0
622,47,6,142319.03,1,0,0,140271.27,0,4,578,Spain,Female,DIAMOND,0
727,52,4,0.0,2,1,1,165815.628,0,1,647,Germany,Male,SILVER,0
615,32,1,0.0,2,0,0,3009.95,0,4,883,Germany,Male,PLATINUM,0
730,26,3,0.0,1,1,0,48374.374,0,3,805,Spain,Male,GOLD,0
543,35,5,137482.19,1,0,0,87360.09,0,4,742,Germany,Male,SILVER,0
654,37,5,112146.12,1,1,0,106313.29000000001,0,3,705,Germany,Male,GOLD,0
775,60,7,0.0,2,1,1,156197.18,0,1,830,Germany,Male,SILVER,0
526,34,3,122726.56,1,1,1,65496.304,0,1,429,Germany,Male,PLATINUM,0
749,40,1,139290.41,1,1,0,256012.588,1,1,381,France,Male,SILVER,1
765,51,3,123372.3,1,1,1,161616.048,0,4,259,Germany,Male,SILVER,0
421,28,8,122384.22,3,1,1,124639.332,1,4,237,Germany,Male,SILVER,1
772,34,9,0.0,2,1,0,239388.20399999997,0,1,870,Germany,Male,SILVER,0
659,48,4,123593.22,2,1,0,115471.684,1,1,291,Germany,Male,PLATINUM,1
664,32,10,107209.73,1,1,1,157291.28,0,2,739,Germany,Male,DIAMOND,0
790,46,2,131365.37,2,1,1,252421.95199999996,0,5,242,Spain,Male,GOLD,0
595,20,4,95830.43,1,1,0,248849.572,0,5,250,Germany,Male,GOLD,0
741,60,5,0.0,1,1,1,54495.314,0,1,563,France,Female,PLATINUM,0
655,34,4,109783.69,2,1,0,187663.048,0,1,985,Spain,Female,PLATINUM,0
640,38,9,0.0,2,1,0,124373.73799999998,0,2,812,Germany,Male,GOLD,0
738,49,3,0.0,3,1,1,91108.072,1,2,460,Spain,Male,PLATINUM,1
850,36,0,164850.54,1,1,1,87826.416,0,1,377,Germany,Female,PLATINUM,0
614,51,3,0.0,2,1,1,7788.317999999999,0,4,705,Germany,Male,GOLD,0
769,48,2,96542.16,2,0,1,277055.008,0,3,827,Germany,Male,DIAMOND,0
632,31,3,136556.44,1,1,0,115028.962,1,4,964,Spain,Male,SILVER,1
653,36,3,0.0,2,0,0,154750.84,0,2,504,Spain,Female,PLATINUM,0
655,28,10,0.0,2,0,1,177206.294,0,2,315,France,Male,SILVER,0
584,37,10,134171.8,4,1,1,99312.954,1,2,395,Germany,Female,DIAMOND,1
796,23,3,146584.19,2,0,0,175639.12,0,4,802,Spain,Female,SILVER,0
593,26,9,76226.9,1,1,0,234605.748,0,5,608,Spain,Male,GOLD,0
539,42,1,177728.55,1,1,0,147034.082,0,5,912,Germany,Male,PLATINUM,0
458,35,9,146780.52,2,1,1,4881.932,0,3,784,Germany,Male,PLATINUM,0
695,31,5,106089.2,1,0,0,139367.75199999998,0,4,324,Germany,Female,GOLD,0
530,55,4,120905.03,1,0,1,172881.232,1,5,746,Germany,Female,DIAMOND,1
655,28,3,113811.85,2,0,1,107596.92199999999,0,5,890,Spain,Female,PLATINUM,0
738,33,4,92676.3,1,1,0,148159.682,0,1,992,Germany,Male,GOLD,0
525,33,1,112833.35,1,0,1,245264.98399999997,0,3,590,France,Male,PLATINUM,0
640,47,6,89799.46,2,0,1,19312.278,1,4,857,France,Female,PLATINUM,1
772,30,4,78653.05,1,1,0,2521.672,0,2,949,Spain,Male,DIAMOND,0
539,38,8,71460.67,2,1,1,14118.669999999998,0,3,750,Spain,Male,DIAMOND,0
597,40,9,106756.01,2,1,0,211650.11599999998,0,3,701,Germany,Female,PLATINUM,0
551,38,10,0.0,2,1,1,317.778,0,2,912,France,Female,SILVER,0
584,26,4,0.0,2,1,0,206655.756,0,2,408,France,Male,SILVER,0
686,60,9,0.0,3,1,1,105359.694,1,4,295,France,Male,GOLD,1
723,30,1,0.0,3,1,0,230521.808,1,3,421,Spain,Male,SILVER,1
564,33,2,115761.51,1,0,1,157305.294,1,2,792,Germany,Female,PLATINUM,1
553,48,3,0.0,1,0,1,43038.33,1,3,421,Spain,Female,PLATINUM,1
543,41,5,0.0,2,0,1,201587.406,0,5,370,Spain,Male,SILVER,0
670,38,7,0.0,2,1,1,109025.174,0,1,794,Germany,Male,GOLD,0
618,21,2,125682.79,1,0,0,80881.79999999999,0,1,783,Germany,Female,PLATINUM,0
624,42,3,145155.37,1,1,0,101052.93,1,2,833,France,Male,PLATINUM,1
470,31,2,101675.22,2,1,0,63062.24999999999,0,1,788,Spain,Female,SILVER,0
414,60,3,0.0,2,1,1,131397.748,0,5,315,Spain,Male,DIAMOND,0
439,36,2,165536.28,2,1,1,173554.562,0,3,877,Germany,Male,DIAMOND,0
754,40,2,160625.17,1,0,1,4991.482,0,1,816,Spain,Male,DIAMOND,0
730,45,6,152880.97,1,0,0,227484.35399999996,0,4,856,Germany,Male,PLATINUM,0
716,39,10,115301.31,1,1,0,60953.36,1,5,465,Germany,Female,DIAMOND,1
703,28,9,0.0,2,0,1,3026.638,0,1,462,France,Male,SILVER,0
517,53,0,109172.88,1,1,0,76561.54,1,4,547,Germany,Male,GOLD,1
521,38,6,0.0,2,1,0,72050.684,0,4,572,Germany,Male,SILVER,0
561,45,2,168085.38,2,0,1,162021.712,0,4,998,Germany,Female,GOLD,0
592,70,5,71816.74,2,1,0,147150.548,1,1,255,Germany,Female,DIAMOND,1
526,36,1,0.0,1,1,0,224990.408,0,1,425,France,Male,PLATINUM,0
671,34,5,130929.02,4,1,1,39548.549999999996,1,1,586,Spain,Female,PLATINUM,1
598,64,9,0.0,1,0,1,18468.918,1,5,753,France,Female,GOLD,1
446,51,4,105056.13,1,0,0,98873.928,0,2,731,France,Female,DIAMOND,0
722,29,9,0.0,2,1,1,198861.298,0,5,276,Spain,Female,PLATINUM,0
574,43,3,141349.43,1,1,1,140277.40199999997,0,5,499,Germany,Female,DIAMOND,0
682,58,4,0.0,1,1,0,246465.414,0,2,495,Spain,Female,SILVER,0
624,34,6,0.0,1,1,0,830.626,1,5,468,Spain,Female,PLATINUM,1
554,40,4,0.0,1,0,1,236307.05599999998,0,5,544,France,Male,SILVER,0
802,40,4,0.0,2,1,1,114686.32599999999,0,3,841,Spain,Male,DIAMOND,0
553,31,6,0.0,2,0,0,174450.282,0,2,741,France,Male,SILVER,0
542,43,8,145618.37,1,0,1,14506.035999999998,0,3,292,France,Female,PLATINUM,0
841,31,3,162701.65,2,1,1,177527.384,0,3,232,Germany,Female,PLATINUM,0
634,41,8,68213.99,1,1,1,8950.444,0,3,911,Germany,Female,SILVER,0
700,40,2,0.0,2,1,0,279670.55799999996,0,5,654,Spain,Female,SILVER,0
643,32,2,0.0,1,0,0,183837.436,0,2,691,Spain,Female,SILVER,0
714,35,6,126077.43,2,1,1,75550.93599999999,0,2,352,Germany,Female,DIAMOND,0
585,30,6,0.0,2,1,1,192875.766,0,5,874,France,Female,PLATINUM,0
589,46,9,0.0,2,1,0,238962.338,0,1,449,Germany,Male,GOLD,0
689,67,9,157094.78,1,1,1,139301.014,0,2,670,Germany,Male,GOLD,0
664,24,7,0.0,1,0,1,49870.88999999999,0,2,607,Germany,Male,GOLD,0
625,36,8,129944.39,2,0,0,278495.72,0,1,991,France,Female,DIAMOND,0
446,32,8,0.0,2,0,0,186625.11599999998,0,2,444,France,Male,SILVER,0
684,46,3,102955.14,2,1,0,215807.26199999996,0,2,986,Germany,Female,PLATINUM,0
850,33,10,0.0,1,1,0,6821.408,1,1,359,Germany,Male,SILVER,1
747,43,1,130788.71,1,0,1,142108.0,1,4,292,Germany,Male,PLATINUM,1
604,56,0,62732.65,1,0,1,174951.384,0,3,948,Germany,Female,GOLD,0
632,39,5,97854.37,2,1,0,130965.932,0,4,271,Spain,Female,DIAMOND,0
655,37,9,121342.24,1,1,1,252353.01599999997,0,1,299,Germany,Male,SILVER,0
735,38,7,86131.71,2,0,0,130885.544,0,5,692,Spain,Male,PLATINUM,0
633,60,8,69365.25,1,1,1,14418.535999999998,0,4,437,Germany,Female,DIAMOND,0
615,19,5,0.0,2,1,0,223904.288,0,3,594,Spain,Male,DIAMOND,0
634,46,5,123642.36,1,1,1,69630.224,1,1,751,Germany,Female,PLATINUM,1
568,44,7,0.0,2,0,0,87333.938,1,2,869,France,Female,SILVER,1
562,51,1,124662.54,1,1,1,91561.644,1,5,446,Germany,Female,PLATINUM,1
833,30,1,0.0,2,1,0,198619.868,0,5,380,Germany,Male,DIAMOND,0
691,41,2,0.0,1,1,1,79606.28799999999,1,2,896,France,Male,SILVER,1
850,32,7,0.0,2,0,0,217332.8,0,1,990,Germany,Female,GOLD,0
586,38,2,0.0,2,1,0,122050.844,0,2,650,Germany,Female,SILVER,0
687,29,7,93617.07,1,0,1,158286.288,0,2,856,Spain,Female,PLATINUM,0
719,38,0,0.0,1,1,0,177642.058,0,1,954,Spain,Male,SILVER,0
434,58,9,125801.03,2,1,0,85263.52,1,2,690,Germany,Female,PLATINUM,1
697,34,2,126558.92,1,1,0,102683.20199999999,0,5,809,France,Female,PLATINUM,0
707,30,8,0.0,2,1,0,46438.118,0,5,402,France,Male,GOLD,0
628,27,5,95826.49,2,1,0,218410.74399999998,1,2,818,Germany,Male,SILVER,0
597,60,0,78539.84,1,0,1,67919.03199999999,0,1,786,Germany,Female,DIAMOND,0
567,48,3,0.0,1,1,0,77522.43,0,5,546,France,Female,DIAMOND,0
801,32,4,75170.54,1,1,1,53072.899999999994,0,1,451,France,Female,SILVER,0
692,29,4,0.0,2,0,0,194447.33599999998,0,2,983,Spain,Female,DIAMOND,0
643,33,0,137811.75,1,1,1,258814.646,0,3,262,Germany,Female,GOLD,0
576,29,7,130575.26,1,0,1,243096.69199999998,0,3,233,Germany,Male,PLATINUM,0
773,42,8,152324.66,2,1,0,240441.50799999997,0,4,628,Germany,Female,GOLD,0
554,35,6,117707.18,2,0,0,133403.00999999998,1,2,643,France,Female,DIAMOND,1
773,41,5,0.0,1,1,0,39588.659999999996,1,4,497,Spain,Female,DIAMOND,1
582,50,2,148942.0,1,1,1,163737.02,0,1,612,France,Male,PLATINUM,0
749,28,3,0.0,1,1,0,4787.179999999999,0,1,811,Spain,Female,GOLD,0
599,58,4,0.0,1,0,0,246985.00999999998,1,2,818,France,Male,GOLD,1
752,33,4,0.0,2,1,1,55414.092,0,2,409,France,Male,SILVER,0
625,39,10,129845.26,1,1,1,135037.832,0,5,615,Germany,Female,GOLD,0
737,30,8,174356.13,1,0,0,44714.899999999994,0,5,403,France,Male,PLATINUM,0
653,30,2,88243.29,2,1,1,135336.56399999998,0,1,875,Spain,Female,PLATINUM,0
721,55,3,44020.89,1,1,0,92225.15999999999,1,3,712,France,Female,GOLD,1
687,40,1,0.0,2,1,0,11505.304,0,3,289,Spain,Female,DIAMOND,0
691,24,6,0.0,2,1,1,129950.68,0,3,591,Germany,Male,GOLD,0
605,30,9,135422.31,1,0,1,261001.38999999998,0,5,241,France,Female,DIAMOND,0
601,40,10,127847.86,1,0,0,242558.95199999996,0,1,376,Germany,Male,GOLD,0
681,41,0,120549.29,2,1,0,246026.23399999997,0,5,257,France,Female,SILVER,0
662,54,1,187997.15,1,0,0,156034.794,1,4,857,Spain,Female,SILVER,1
580,34,6,0.0,2,1,1,224148.43399999998,0,5,721,France,Male,DIAMOND,0
576,39,9,84719.98,1,0,0,267503.70399999997,0,5,724,France,Male,GOLD,0
425,39,5,0.0,2,1,0,197333.058,0,1,426,Spain,Female,DIAMOND,0
615,36,6,0.0,1,1,1,37831.52,1,2,566,France,Male,GOLD,1
525,59,6,55328.4,1,1,0,116694.82199999999,1,4,829,Germany,Female,SILVER,1
443,59,4,110939.3,1,1,0,102000.212,1,5,304,Germany,Male,PLATINUM,1
709,32,2,0.0,2,0,0,153568.80599999998,0,5,891,France,Female,DIAMOND,0
632,71,3,83116.68,1,1,1,38651.863999999994,0,5,742,France,Male,PLATINUM,0
625,52,8,121161.57,1,1,0,68598.59199999999,0,3,275,Spain,Male,DIAMOND,0
660,35,6,100768.77,1,1,0,26894.453999999998,0,2,659,Germany,Female,DIAMOND,0
599,43,4,0.0,1,1,0,238500.94,0,5,550,Germany,Female,PLATINUM,0
817,46,0,89087.89,1,0,1,123133.59,1,1,788,Germany,Female,SILVER,1
510,26,6,136214.08,1,0,0,223654.26199999996,0,2,853,Germany,Female,PLATINUM,0
590,29,10,0.0,1,1,1,72685.80799999999,1,1,523,Spain,Male,GOLD,1
640,29,3,0.0,2,1,0,3856.1659999999997,0,1,956,France,Female,SILVER,0
741,53,3,0.0,2,1,1,54494.151999999995,0,3,245,Spain,Male,GOLD,0
589,38,8,92219.21,1,1,0,138764.758,0,2,554,Germany,Male,PLATINUM,0
571,47,7,0.0,2,0,0,157328.772,0,5,489,Germany,Female,SILVER,0
576,28,1,119336.29,2,0,1,82582.59,0,1,592,Germany,Male,GOLD,0
684,40,6,137326.65,1,1,0,261782.24,0,1,530,Germany,Female,PLATINUM,0
652,33,7,128135.99,1,1,0,221827.82200000001,0,5,671,Germany,Male,DIAMOND,0
803,31,9,157120.86,2,1,0,197835.742,0,3,963,France,Male,GOLD,0
740,56,4,99097.33,1,1,1,119038.29599999999,1,4,823,Spain,Female,PLATINUM,1
803,41,9,137742.9,2,1,1,233755.948,0,5,567,Germany,Male,SILVER,0
692,24,2,120596.93,1,0,1,252701.74199999997,0,5,466,Germany,Male,DIAMOND,0
645,49,5,110132.55,3,0,1,262780.874,1,3,390,Spain,Female,GOLD,1
460,27,7,0.0,2,1,0,218625.11199999996,1,3,299,Germany,Female,PLATINUM,1
508,64,2,0.0,1,1,1,8522.268,0,3,993,France,Female,GOLD,0
603,55,7,127723.25,2,1,0,195271.75399999996,1,4,301,Germany,Female,SILVER,1
692,54,5,0.0,2,1,1,124225.57599999999,0,3,552,Germany,Male,PLATINUM,0
585,28,9,135337.49,2,1,1,56554.854,0,3,972,Germany,Female,DIAMOND,0
752,32,9,115587.49,2,0,1,142363.444,0,5,722,Germany,Male,DIAMOND,0
558,38,8,113000.92,1,1,1,214036.34600000002,0,2,784,France,Male,GOLD,0
572,24,1,0.0,2,1,1,212060.17599999998,0,3,827,Germany,Male,GOLD,0
452,32,5,0.0,2,0,1,105406.146,0,1,923,France,Female,GOLD,0
689,29,1,77556.79,2,1,1,172212.56399999998,0,2,693,France,Female,SILVER,0
642,26,0,0.0,1,0,0,66476.752,0,5,616,France,Male,SILVER,0
665,37,3,111911.63,1,1,1,154518.55199999997,1,4,413,Germany,Female,GOLD,1
782,34,9,0.0,1,1,0,256244.48399999997,1,2,441,France,Male,GOLD,1
637,40,6,0.0,2,1,1,254269.84,0,3,230,Spain,Female,PLATINUM,0
785,61,4,129855.72,2,1,0,238315.748,1,4,766,Spain,Female,SILVER,1
588,44,8,154409.74,1,1,0,69068.64199999999,1,1,736,Germany,Male,DIAMOND,1
850,50,10,0.0,2,1,1,47253.575999999994,0,2,802,Spain,Female,PLATINUM,0
677,37,3,88363.03,1,0,1,165139.82,0,2,276,Germany,Male,DIAMOND,0
628,50,8,0.0,1,0,0,202128.56199999998,1,2,407,Spain,Male,GOLD,1
584,31,5,0.0,2,1,0,44078.977999999996,0,2,568,Germany,Male,PLATINUM,0
577,28,7,0.0,1,1,0,200599.174,0,2,987,Spain,Male,SILVER,0
691,30,7,116927.89,1,1,0,29692.745999999996,0,1,813,Germany,Male,DIAMOND,0
663,28,8,123674.28,2,1,1,123194.27999999998,0,1,925,Germany,Male,SILVER,0
492,35,8,121063.49,1,0,0,119605.07199999999,0,1,656,Germany,Male,PLATINUM,0
611,28,2,0.0,2,0,0,35569.162,0,4,300,France,Male,SILVER,0
653,43,0,0.0,2,1,0,39022.612,0,2,901,France,Male,SILVER,0
640,34,1,137523.02,1,0,0,34680.903999999995,0,1,994,Spain,Male,GOLD,0
738,36,5,0.0,2,1,1,135648.848,0,1,856,Spain,Male,GOLD,0
809,33,3,0.0,2,0,1,198012.492,0,5,627,Spain,Female,GOLD,0
488,32,3,114540.38,1,1,0,129610.298,0,2,804,Germany,Male,GOLD,0
850,27,1,101278.25,2,1,1,36786.252,0,4,859,Germany,Male,SILVER,0
748,39,3,157371.54,1,0,1,136843.02,0,1,510,France,Female,PLATINUM,0
553,43,6,85200.82,2,1,1,224818.726,0,5,550,Germany,Male,PLATINUM,0
529,27,1,0.0,2,1,1,52892.972,0,5,333,France,Female,PLATINUM,0
634,34,3,145030.92,1,1,1,58563.909999999996,0,5,529,France,Male,DIAMOND,0
642,38,3,0.0,2,0,0,240064.36199999996,0,2,737,France,Male,GOLD,0
844,18,2,160980.03,1,0,0,204325.792,0,5,821,Germany,Male,DIAMOND,0
695,50,8,0.0,1,1,0,176949.24,1,2,680,Germany,Female,PLATINUM,1
698,36,2,82275.35,2,1,1,130563.96399999998,0,5,925,France,Male,GOLD,0
451,38,9,61482.47,1,1,1,234569.12399999998,0,1,628,Germany,Female,GOLD,0
635,41,10,0.0,2,1,1,86806.87999999999,0,5,883,Spain,Female,PLATINUM,0
513,31,5,174853.46,1,1,0,117949.082,0,5,640,Spain,Female,SILVER,0
684,41,1,134177.06,1,0,0,248524.324,0,1,456,Spain,Female,PLATINUM,0
576,24,3,0.0,1,0,1,109912.25599999998,1,2,938,France,Male,SILVER,1
605,35,6,0.0,2,1,1,63304.198,0,3,241,Germany,Male,SILVER,0
687,38,4,117633.28,1,0,1,123770.24,0,5,827,Germany,Male,DIAMOND,0
637,33,9,113913.53,1,0,1,91458.09999999999,0,1,705,France,Female,PLATINUM,0
483,50,9,0.0,2,1,1,155443.336,0,5,706,France,Female,SILVER,0
678,27,2,0.0,2,1,1,18524.75,0,4,1000,Spain,Male,GOLD,0
794,41,7,0.0,2,1,1,104000.112,0,2,266,Germany,Female,GOLD,0
687,29,4,78939.15,1,1,0,171003.384,1,4,892,Germany,Female,SILVER,1
484,34,4,148249.54,1,0,1,47248.577999999994,0,3,774,Germany,Female,DIAMOND,0
549,45,6,124240.93,1,1,1,204936.514,0,4,385,Germany,Male,DIAMOND,0
850,39,0,141829.67,1,1,1,129862.424,0,3,520,Spain,Male,DIAMOND,0
